NAME,CLUB,LEAGUE,NATION,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,WORKRATE,STRONGFOOT,WEAKFOOT,SKILLMOVES,LOADDATE
Dávinson Monsalve,Patriotas Boyacá,Colombia Liga Aguila,Colombia,CB,Silver,69,42,63,75,70,48,56,Medium / Medium,Right,4,2,
Ondřej Mazuch,Hull City,England EFL Championship,Czech Republic,CB,Silver,69,67,58,70,63,66,69,Medium / Medium,Right,2,2,
Davide Biraschi,Genoa,Italy Serie A,Italy,CB,Silver,69,72,63,72,72,51,58,Medium / High,Right,2,2,
Linus Wahlqvist,Dynamo Dresden,Germany 2. Bundesliga,Sweden,RB,Silver,69,61,30,33,54,68,76,Medium / High,Right,2,2,
Sam Gallagher,Southampton,England Premier League,England,ST,Silver,69,50,53,59,56,68,73,High / Medium,Right,3,2,
Alef,AEK Athens,Greece A'Ethniki,Brazil,CDM,Silver,69,65,63,63,69,66,70,Medium / Medium,Right,3,2,
Arsénio,Moreirense,Portugal Liga NOS,Portugal,LW,Silver,69,51,40,55,59,66,78,Medium / Medium,Right,3,3,
Joshua Harrop,Preston North End,England EFL Championship,England,CAM,Silver,69,65,45,64,70,70,67,High / Medium,Right,3,3,
Allan,Eintracht Frankfurt,Germany 1. Bundesliga,Brazil,CM,Silver,69,72,50,57,49,68,78,Medium / Medium,Left,4,3,
Fausto Tienza,Extremadura UD,Spain Segunda A,Spain,CM,Silver,69,85,68,54,65,20,71,Medium / High,Right,3,3,
Raoul Petretta,FC Basel,Switzerland Super League,Italy,LB,Silver,69,65,49,64,66,69,73,Medium / Medium,Left,3,3,
Chuba Akpom,PAOK FC,Greece A'Ethniki,England,ST,Silver,69,78,30,50,62,67,75,Medium / Medium,Right,3,3,
Paweł Dawidowicz,Hellas Verona,Italy Serie B,Poland,CB,Silver,69,62,37,46,55,68,74,High / High,Right,4,2,
Adolphe Teikeu,Ohod Club,Saudi Dawry Jameel League,Cameroon,CB,Silver,69,83,40,58,71,64,60,Medium / Medium,Left,3,2,
Steeven Willems,Charleroi,Belgium Jupiler Pro League,France,CB,Silver,69,78,61,67,71,41,53,Medium / Medium,Left,3,2,
Pape Sané,AS Nancy,France Ligue 2,Senegal,ST,Silver,69,55,27,45,53,68,77,High / Low,Left,3,3,
Shaquell Kwame Moore,CF Reus Deportiu,Spain Segunda A,United States,RB,Silver,69,73,69,62,66,35,68,Medium / High,Right,3,3,
Cifu,Málaga CF,Spain Segunda A,Spain,RWB,Silver,69,82,46,65,68,64,61,High / Medium,Right,3,3,
Abdulfatah Aseri,Al Ahli,Saudi Dawry Jameel League,Saudi Arabia,RM,Silver,69,91,59,58,73,37,66,High / Medium,Left,4,3,
Jón Daði Böðvarsson,Reading,England EFL Championship,Iceland,ST,Silver,69,90,64,60,71,21,49,High / High,Right,4,3,
Dawid Kownacki,Sampdoria,Italy Serie A,Poland,ST,Silver,69,75,61,63,66,63,71,Medium / Low,Right,3,3,
Lee Jeong Hyeop,Shonan Bellmare,Japan J1 League,Korea Republic,ST,Silver,69,49,66,51,60,25,72,High / Medium,Right,3,2,
Grant Hall,Queens Park Rangers,England EFL Championship,England,CB,Silver,69,79,66,62,71,39,58,Low / Medium,Right,3,2,
Ridge Munsy,BB Erzurumspor,Turkey Süper Lig,DR Congo,ST,Silver,69,70,55,62,63,65,75,Medium / Medium,Right,3,3,
Tiago Casasola,Salernitana,Italy Serie B,Argentina,CB,Silver,69,74,60,65,77,43,72,High / High,Right,3,2,
Cédric Avinel,AC Ajaccio,France Ligue 2,France,CB,Silver,69,82,70,45,64,25,73,Medium / Medium,Right,3,2,
Filipe Ferreira,Sturm Graz,Austria Bundesliga,Portugal,LB,Silver,69,70,57,62,71,66,54,High / Medium,Left,3,3,
Fernando,Shakhtar Donetsk,Ukraine Premier Liga,Brazil,LW,Silver,69,45,39,49,56,68,74,High / Medium,Right,3,2,
Andrew Farrell,New England Revolution,USA Major League Soccer,United States,RB,Silver,69,78,66,60,70,31,65,Medium / Medium,Right,2,3,
Farley,Al Ettifaq,Saudi Dawry Jameel League,Brazil,LM,Silver,69,65,27,47,48,69,64,Medium / Low,Right,3,3,
Jesús Paganoni,Tiburones Rojos de Veracruz,Mexico Liga MX,Mexico,RB,Silver,69,69,63,63,66,64,70,Medium / Medium,Right,3,3,
Mohammed Jahfali,Al Hilal,Saudi Dawry Jameel League,Saudi Arabia,CB,Silver,69,86,62,66,68,36,66,Low / High,Right,3,2,
John Souttar,Heart of Midlothian,Scotland Premiership,Scotland,CB,Silver,69,73,57,63,70,66,64,Medium / Medium,Right,3,2,
Mauro Matos,Atlético Tucumán,Argentina Primera División ,Argentina,ST,Silver,69,71,63,69,65,65,66,Medium / Medium,Right,4,2,
Leandro Grimi,Newell's Old Boys,Argentina Primera División ,Argentina,LB,Silver,69,75,47,56,60,67,79,Medium / Medium,Left,3,3,
Callum O'Dowda,Bristol City,England EFL Championship,Republic of Ireland,LM,Silver,69,81,67,55,69,26,57,Medium / Medium,Left,2,3,
Anthony Pilkington,Cardiff City,England Premier League,Republic of Ireland,ST,Silver,69,65,54,61,62,65,75,High / Low,Right,4,3,
Mario Osuna,Monarcas Morelia,Mexico Liga MX,Mexico,CDM,Silver,69,70,62,70,71,34,56,Low / High,Right,3,3,
Radosław Majewski,Pogoń Szczecin,Poland Ekstraklasa,Poland,CAM,Silver,69,84,48,62,66,63,70,High / Medium,Right,4,3,
Besar Halimi,Brøndby IF,Germany 1. Bundesliga,Kosovo,CM,Silver,69,73,51,65,68,65,72,Medium / Medium,Left,3,3,
Leonel Galeano,Aldosivi,Argentina Primera División ,Argentina,CB,Silver,69,75,68,66,69,29,54,High / High,Right,3,2,
Julian Green,SpVgg Greuther Fürth,Germany 2. Bundesliga,United States,LM,Silver,69,52,40,49,50,68,74,Medium / Medium,Right,4,3,
Ibrahim Ghaleb,Al Nassr,Saudi Dawry Jameel League,Saudi Arabia,CDM,Silver,69,65,68,70,70,59,63,Medium / High,Right,4,3,
Nikola Ninković,Ascoli,Italy Serie B,Serbia,CF,Silver,69,79,69,49,72,36,63,High / Low,Left,4,3,
Jordi Vanlerberghe,Oostende,Belgium Jupiler Pro League,Belgium,CDM,Silver,69,77,58,64,72,58,69,Medium / Medium,Right,3,3,
Jaime Gómez,Gallos Blancos de Querétaro,Mexico Liga MX,Mexico,RB,Silver,69,70,54,61,66,68,72,Medium / Medium,Right,3,3,
Benno Schmitz,1. FC Köln,Germany 2. Bundesliga,Germany,RB,Silver,69,52,37,60,61,67,73,High / Medium,Right,3,2,
Ripa,CD Numancia,Spain Segunda A,Spain,LB,Silver,69,56,24,48,42,68,75,High / Medium,Left,3,2,
Bryan Idowu,Lokomotiv Moskva,Russia FUT League,Nigeria,LWB,Silver,69,76,69,64,66,41,75,High / High,Right,3,2,
Goran Cvijanović,Arka Gdynia,Poland Ekstraklasa,Slovenia,CM,Silver,69,79,62,66,73,36,50,High / Medium,Right,3,3,
Susaeta,Albacete Balompié,Spain Segunda A,Spain,CM,Silver,69,62,55,70,72,61,53,Medium / Medium,Right,3,3,
Maximilian Thiel,1. FC Heidenheim,Germany 2. Bundesliga,Germany,LM,Silver,69,75,67,63,66,42,76,Medium / Medium,Left,3,3,
Yevhen Opanasenko,Atiker Konyaspor,Turkey Süper Lig,Ukraine,RB,Silver,69,49,72,45,56,32,75,Medium / High,Right,3,3,
Mateo Barać,Rapid Wien,Austria Bundesliga,Croatia,CB,Silver,69,73,67,54,67,43,72,Medium / Medium,Right,3,2,
Richard Weil,1. FC Magdeburg,Germany 2. Bundesliga,Germany,CB,Silver,69,82,66,59,73,26,51,Medium / High,Right,4,2,
Damian Kądzior,Dinamo Zagreb,Croatia PRva HNL,Poland,RM,Silver,69,89,67,58,70,36,65,Medium / Medium,Left,2,3,
Mykola Shaparenko,Dynamo Kyiv,Ukraine Premier Liga,Ukraine,CM,Silver,69,62,54,67,66,67,67,High / High,Right,3,3,
Marko Bakić,Mouscron,Belgium Jupiler Pro League,Montenegro,CM,Silver,69,78,38,60,71,64,54,Medium / Medium,Right,0,3,
John Swift,Reading,England EFL Championship,England,CM,Silver,69,59,38,51,60,67,71,Medium / Medium,Right,3,3,
Eirik Hestad,Molde FK,Norway Eliteserien,Norway,CM,Silver,69,87,61,72,72,55,66,Medium / Medium,Left,3,3,
Rogério,Sassuolo,Italy Serie A,Brazil,LB,Silver,69,71,45,62,63,70,66,High / Medium,Left,3,3,
Nyasha Mushekwi,Dalian Yifang,China Super League,Zimbabwe,ST,Silver,69,91,64,59,74,31,64,Medium / Medium,Left,3,2,
Esteban Saveljich,UD Almería,Spain Primera Division,Montenegro,CB,Silver,69,47,71,62,69,25,60,Medium / Medium,Right,3,2,
Pinillos,Barnsley,England EFL League One,Spain,LB,Silver,69,80,63,63,71,42,57,Medium / Medium,Left,3,3,
Nicolas Frey,Chievo Verona,Italy Serie A,France,RB,Silver,69,53,32,51,57,69,67,Low / Medium,Right,3,2,
Arnór Ingvi Traustason,Malmö FF,Sweden Allsvenskan,Iceland,LM,Silver,69,88,65,60,69,34,72,High / Medium,Right,3,3,
Malcolm Cacutalua,Erzgebirge Aue,Germany 2. Bundesliga,Germany,CB,Silver,69,53,71,61,64,28,68,Medium / Medium,Right,3,2,
Pablo Valcarce,RCD Mallorca,Spain Segunda A,Spain,RM,Silver,69,51,49,64,60,66,81,Medium / Medium,Left,3,3,
Oussama Darfalou,Vitesse,Holland Eredivisie,Algeria,ST,Silver,69,39,70,60,64,44,71,Medium / Medium,Right,3,3,
Jang Hyeon Soo,F.C. Tokyo,Japan J1 League,Korea Republic,CB,Silver,69,76,59,67,72,40,38,Low / High,Right,3,2,
Marco Fossati,Hellas Verona,Italy Serie B,Italy,CM,Silver,69,49,30,54,53,67,75,Medium / High,Right,3,3,
José Mari,Cádiz CF,Spain Segunda A,Spain,CDM,Silver,69,69,68,65,67,24,66,Medium / High,Right,3,3,
Riccardo Improta,Benevento,Italy Serie B,Italy,LW,Silver,69,67,44,56,50,66,79,High / Medium,Right,3,3,
Sadık Çiftpınar,Yeni Malatyaspor,Turkey Süper Lig,Turkey,CB,Silver,69,64,55,67,67,65,62,Low / High,Right,2,2,
Leandrinho,Rio Ave,Portugal Liga NOS,Brazil,CAM,Silver,69,38,28,44,44,67,75,Medium / Medium,Right,3,4,
Danilo Soddimo,Frosinone,Italy Serie A,Italy,CAM,Silver,69,71,61,73,74,47,47,Medium / Medium,Right,4,3,
Aydın Karabulut,Sivasspor,Turkey Süper Lig,Turkey,LM,Silver,69,68,62,71,73,39,55,Medium / Low,Left,3,3,
Lucas Chiaretti,Foggia,Italy Serie B,Brazil,CAM,Silver,69,77,64,54,66,27,59,Medium / Low,Left,2,3,
Mathias Abero,Atlético Tucumán,Argentina Primera División ,Uruguay,LB,Silver,69,84,68,54,72,30,69,Medium / High,Left,2,2,
Latif Blessing,Los Angeles FC,USA Major League Soccer,Ghana,RW,Silver,69,75,41,63,65,70,71,High / Medium,Right,4,3,
Manuel Prietl,Arminia Bielefeld,Germany 2. Bundesliga,Austria,CDM,Silver,69,78,49,60,61,67,72,Medium / High,Right,3,2,
Gégé,Al Fayha,Saudi Dawry Jameel League,Cape Verde Islands,CB,Silver,69,68,70,53,67,32,70,Medium / Medium,Right,3,2,
Dimitris Diamantakos,FC St. Pauli,Germany 2. Bundesliga,Greece,ST,Silver,69,76,45,55,66,65,66,High / Medium,Left,2,3,
Daniel Cataño,Deportes Tolima,Colombia Liga Aguila,Colombia,CAM,Silver,69,89,63,65,70,26,47,Medium / Medium,Right,3,3,
Patrick Ziegler,Western Sydney Wanderers,Australia Hyundai A-League,Germany,CB,Silver,69,78,64,63,67,63,72,Medium / High,Right,3,2,
Michael Hefele,Nottingham Forest,England EFL Championship,Germany,CB,Silver,69,82,68,57,74,27,45,Medium / High,Right,2,2,
Linares,CF Reus Deportiu,Spain Segunda A,Spain,ST,Silver,69,76,57,68,69,62,57,Medium / High,Right,4,2,
Fabian Schleusener,SV Sandhausen,Germany 2. Bundesliga,Germany,ST,Silver,69,81,65,65,73,31,59,High / Medium,Right,4,3,
Leandro Greco,Cremonese,Italy Serie B,Italy,CM,Silver,69,68,55,67,67,67,66,Medium / Medium,Left,2,2,
Waleed Bakhashwain,Al Wehda,Saudi Dawry Jameel League,Saudi Arabia,CDM,Silver,69,64,41,58,64,70,80,Medium / Medium,Right,2,3,
Patrick Weihrauch,Arminia Bielefeld,Germany 2. Bundesliga,Germany,RM,Silver,69,79,66,56,70,28,59,Medium / Medium,Right,3,3,
Dustin Bomheuer,MSV Duisburg,Germany 2. Bundesliga,Germany,CB,Silver,69,51,56,66,66,66,69,Medium / Medium,Right,3,2,
Adam Bodzek,Fortuna Düsseldorf,Germany 1. Bundesliga,Poland,CDM,Silver,69,58,35,55,55,69,67,Low / High,Right,3,2,
Bryan Rabello,Lobos B.U.A.P.,Mexico Liga MX,Chile,CAM,Silver,69,85,61,63,70,27,52,Medium / Low,Right,3,3,
Mohamed Buya Turay,Sint-Truiden,Belgium Jupiler Pro League,Sierra Leone,ST,Silver,69,62,32,52,47,67,77,High / Medium,Right,3,3,
Tobias Werner,VfB Stuttgart,Germany 1. Bundesliga,Germany,LM,Silver,69,64,63,63,65,69,71,Medium / Medium,Left,2,3,
Robert Strauß,1. FC Heidenheim,Germany 2. Bundesliga,Germany,RB,Silver,69,44,33,46,45,68,74,Medium / Medium,Right,3,3,
Viktor Elm,Kalmar FF,Sweden Allsvenskan,Sweden,CB,Silver,69,72,56,62,69,67,76,Medium / Medium,Left,3,2,
Philippe Sandler,Manchester City,England Premier League,Netherlands,CB,Silver,69,77,57,65,70,39,49,High / Medium,Right,3,2,
Vítor Silva,CF Reus Deportiu,Spain Segunda A,Portugal,CM,Silver,69,69,63,63,65,67,79,Medium / Medium,Right,4,3,
Deng Hanwen,Guangzhou Evergrande Taobao,China Super League,China PR,RB,Silver,69,55,69,72,71,37,52,Medium / Medium,Right,3,3,
Marco Modolo,Venezia,Italy Serie B,Italy,CB,Silver,69,72,57,68,72,55,70,Medium / High,Left,3,2,
Florian Tardieu,Zulte Waregem,Belgium Jupiler Pro League,France,CDM,Silver,69,56,52,52,47,66,81,Medium / Medium,Right,3,3,
Federico González,Tigre,Argentina Primera División ,Argentina,ST,Silver,69,70,61,62,77,52,63,High / Low,Right,3,3,
Gaëtan Robail,Valenciennes FC,France Ligue 2,France,LM,Silver,69,64,55,59,59,67,77,Medium / Medium,Right,3,3,
Sascha Riether,FC Schalke 04,Germany 1. Bundesliga,Germany,RB,Silver,69,78,51,70,75,33,53,Medium / Medium,Right,3,2,
Renaud Ripart,Nîmes Olympique,France Ligue 1,France,LM,Silver,69,70,58,68,68,66,73,Medium / High,Right,3,3,
Radosław Murawski,Palermo,Italy Serie B,Poland,CM,Silver,69,73,25,54,62,68,67,Medium / High,Right,3,3,
Jahmir Hyka,San Jose Earthquakes,USA Major League Soccer,Albania,LM,Silver,69,67,62,69,68,51,63,Medium / Low,Right,3,3,
Bram van Polen,PEC Zwolle,Holland Eredivisie,Netherlands,LB,Silver,69,78,45,57,62,66,74,High / High,Right,3,2,
Jesús Medina,New York City FC,USA Major League Soccer,Paraguay,RW,Silver,69,69,67,62,67,26,71,High / Medium,Left,3,3,
Larry Vásquez,América de Cali,Colombia Liga Aguila,Colombia,CDM,Silver,69,76,68,71,70,60,63,Medium / High,Right,3,2,
Anthony Blondell,Vancouver Whitecaps,USA Major League Soccer,Venezuela,ST,Silver,69,73,64,65,69,46,69,High / Low,Right,3,3,
Simon Hedlund,1. FC Union Berlin,Germany 2. Bundesliga,Sweden,LW,Silver,69,77,69,62,71,30,67,High / Medium,Right,4,3,
Donyell Malen,PSV,Holland Eredivisie,Netherlands,LW,Silver,69,80,62,64,70,63,70,Medium / Medium,Right,3,4,
Daniel Hernández,San Lorenzo de Almagro,Argentina Primera División ,Colombia,RM,Silver,69,75,64,63,68,29,70,High / Low,Left,3,3,
Ahmed Hassan Asiri,Al Ittihad,Saudi Dawry Jameel League,Saudi Arabia,CB,Silver,69,77,45,61,72,60,68,Medium / High,Right,3,2,
Jimmy Roye,Gazélec Ajaccio,France Ligue 2,France,CM,Silver,69,71,43,58,64,68,74,High / Medium,Right,3,3,
Johan Gastien,Clermont Foot,France Ligue 2,France,CM,Silver,69,65,64,67,72,59,75,Medium / High,Right,3,3,
Quentin Bernard,Stade Brestois 29,France Ligue 2,France,LB,Silver,69,36,47,31,54,68,75,High / High,Left,3,2,
Marvin Gakpa,FC Metz,France Ligue 2,France,LW,Silver,69,89,55,59,66,61,71,High / Medium,Left,2,3,
Oliver Buff,Real Zaragoza,Spain Segunda A,Switzerland,CAM,Silver,69,67,56,65,65,64,79,High / Low,Right,4,3,
Will Vaulks,Rotherham United,England EFL Championship,England,CDM,Silver,69,71,42,54,62,68,77,Medium / High,Right,3,2,
Omri Altman,Panathinaikos FC,Greece A'Ethniki,Israel,CAM,Silver,69,67,47,68,70,54,58,Medium / Medium,Right,3,3,
Jann George,Jahn Regensburg,Germany 2. Bundesliga,Germany,RM,Silver,69,93,65,58,69,33,65,High / Medium,Right,4,3,
Timothy Weah,Paris Saint-Germain,France Ligue 1,United States,ST,Silver,69,70,52,59,60,68,72,High / Medium,Right,3,3,
Pau Torres,Málaga CF,Spain Segunda A,Spain,CB,Silver,69,57,69,64,63,66,65,Medium / Medium,Left,3,2,
Pablo Lugüercio,Estudiantes de La Plata,Argentina Primera División ,Argentina,RM,Silver,69,68,39,60,62,68,70,High / Medium,Right,3,3,
Filip Starzyński,Zagłębie Lubin,Poland Ekstraklasa,Poland,CAM,Silver,69,80,67,67,74,38,56,Medium / Medium,Right,3,3,
Dominik Furman,Wisła Płock,Poland Ekstraklasa,Poland,CDM,Silver,69,65,39,59,60,68,75,High / Medium,Right,4,2,
Gustavo Lorenzetti,Universidad de Chile,Chile Campeonato Nacional Scotiabank,Chile,CM,Silver,69,75,67,58,65,35,72,Medium / Medium,Left,2,3,
Goran Milović,Oostende,Belgium Jupiler Pro League,Croatia,CB,Silver,69,86,51,62,67,63,66,Medium / Medium,Right,3,2,
Robin Pröpper,Heracles Almelo,Holland Eredivisie,Netherlands,CB,Silver,69,48,59,57,61,70,80,Medium / Medium,Right,3,2,
Rafidine Abdullah,Waasland-Beveren,Belgium Jupiler Pro League,Comoros,CDM,Silver,69,52,23,36,35,70,78,Medium / Medium,Right,3,3,
Jérémy Choplin,AC Ajaccio,France Ligue 2,France,CB,Silver,69,70,69,48,57,27,74,Medium / Medium,Right,3,2,
Carlos Araujo,Huracán,Argentina Primera División ,Argentina,RB,Silver,69,79,63,64,74,41,52,Medium / Medium,Right,3,3,
Lukas Spendlhofer,Sturm Graz,Austria Bundesliga,Austria,CB,Silver,69,69,69,60,70,36,62,Medium / Medium,Right,3,2,
Joaquín Ardaiz,Frosinone,Italy Serie A,Uruguay,ST,Silver,69,70,67,61,70,25,68,Medium / Medium,Left,0,3,
Paul Seguin,VfL Wolfsburg,Germany 1. Bundesliga,Germany,RB,Silver,69,55,71,64,66,31,66,Low / Medium,Right,3,3,
Levent Gülen,Kayserispor,Turkey Süper Lig,Switzerland,CB,Silver,69,74,66,61,66,29,68,Medium / High,Right,3,2,
Bruno Nascimento,Feirense,Portugal Liga NOS,Brazil,CB,Silver,69,57,69,57,63,36,74,Medium / Medium,Right,2,2,
Moussa Wagué,FC Barcelona,Spain Primera Division,Senegal,RB,Silver,69,66,45,57,59,65,72,High / Medium,Right,3,3,
Jan Repas,SM Caen,France Ligue 1,Slovenia,LW,Silver,69,44,26,45,47,65,79,High / Medium,Left,5,3,
Murray Wallace,Millwall,England EFL Championship,Scotland,CB,Silver,69,73,69,62,71,46,69,Medium / Medium,Left,2,2,
Danny Ward,Cardiff City,England Premier League,England,ST,Silver,69,74,61,65,71,39,55,High / High,Left,4,3,
Fodé Ballo Touré,LOSC Lille,France Ligue 1,France,LB,Silver,69,59,69,50,60,25,77,High / Low,Left,3,3,
Joseph-Claude Gyau,MSV Duisburg,Germany 2. Bundesliga,United States,LM,Silver,69,61,37,43,45,72,66,High / Medium,Left,4,4,
John Jairo Ruiz,Al Fayha,Saudi Dawry Jameel League,Costa Rica,RM,Silver,69,75,56,68,67,65,75,High / Medium,Right,3,3,
Mehdi Zeffane,Stade Rennais,France Ligue 1,Algeria,RB,Silver,69,65,41,57,63,70,74,Medium / Medium,Right,3,3,
Mike Havenaar,Vegalta Sendai,Japan J1 League,Japan,ST,Silver,69,66,59,58,67,65,74,Medium / Low,Left,3,2,
Chuli,Extremadura UD,Spain Segunda A,Spain,ST,Silver,69,74,67,59,68,36,67,High / Low,Left,3,3,
Dominik Wydra,Erzgebirge Aue,Germany 2. Bundesliga,Austria,CDM,Silver,69,61,38,58,61,72,71,Medium / Medium,Right,3,2,
Haris Duljević,Dynamo Dresden,Germany 2. Bundesliga,Bosnia Herzegovina,LW,Silver,69,65,57,63,65,66,73,High / Medium,Right,3,3,
Alhassan Kamara,BK Häcken,Sweden Allsvenskan,Sierra Leone,ST,Silver,69,50,40,48,42,68,74,High / Low,Right,3,2,
Cláudio Falcão,Desportivo Aves,Portugal Liga NOS,Brazil,CDM,Silver,69,51,52,60,62,68,82,Medium / High,Right,3,3,
Stefan Thesker,Holstein Kiel,Germany 2. Bundesliga,Germany,CB,Silver,69,71,67,66,73,68,75,Medium / Medium,Left,3,2,
Gabriel Torres,Huachipato,Chile Campeonato Nacional Scotiabank,Panama,ST,Silver,69,87,46,65,73,63,72,High / Low,Right,3,3,
Calero,Real Valladolid,Spain Primera Division,Spain,CB,Silver,69,83,49,61,69,63,72,Medium / Medium,Right,4,2,
Brett Holman,Brisbane Roar,Australia Hyundai A-League,Australia,CAM,Silver,69,76,64,53,65,40,80,High / Medium,Right,4,3,
Pierre Kunde Malong,1. FSV Mainz 05,Germany 1. Bundesliga,Cameroon,CDM,Silver,69,68,66,59,64,60,69,High / Medium,Right,4,3,
Romario Ibarra,Minnesota United FC,USA Major League Soccer,Ecuador,LM,Silver,69,59,58,58,60,69,79,High / Low,Right,4,3,
Borja Herrera,CF Reus Deportiu,Spain Segunda A,Spain,LB,Silver,69,80,59,62,72,31,40,High / Medium,Left,2,3,
Leo Stulac,Parma,Italy Serie A,Slovenia,CDM,Silver,69,82,59,65,72,49,66,Medium / Medium,Right,3,2,
Carpio,Cádiz CF,Spain Segunda A,Spain,RB,Silver,69,65,68,55,62,35,80,Medium / High,Right,3,2,
Léo Jabá,PAOK FC,Greece A'Ethniki,Brazil,ST,Silver,69,48,34,50,54,69,65,High / Low,Right,3,3,
Sunny,Real Salt Lake,USA Major League Soccer,Nigeria,CDM,Silver,69,67,37,59,66,70,74,Medium / Medium,Right,3,2,
Yahia Sulaiman Al Shehri,Al Nassr,Saudi Dawry Jameel League,Saudi Arabia,CAM,Silver,69,64,31,51,59,71,68,High / Medium,Left,3,4,
Cucurella,SD Eibar,Spain Primera Division,Spain,LB,Silver,69,74,67,67,69,45,53,High / High,Left,3,3,
Steven Beitashour,Los Angeles FC,USA Major League Soccer,Iran,RB,Silver,69,79,66,63,74,34,68,High / High,Right,3,3,
Hélder Ferreira,Vitória Guimarães,Portugal Liga NOS,Portugal,RM,Silver,69,70,63,66,67,65,67,Medium / Medium,Right,3,3,
Pablo Marí,RC Deportivo,Spain Segunda A,Spain,CB,Silver,69,51,36,62,55,69,67,Medium / Medium,Left,3,2,
Kelyn Rowe,New England Revolution,USA Major League Soccer,United States,CM,Silver,69,87,48,57,68,63,72,High / High,Right,4,3,
Sam Baldock,Reading,England EFL Championship,England,ST,Silver,69,66,67,58,62,33,62,High / Medium,Right,4,3,
Jason Holt,Fleetwood Town,England EFL League One,Scotland,CM,Silver,69,86,62,64,74,38,56,High / High,Right,4,3,
Kevin Stewart,Hull City,England EFL Championship,England,CDM,Silver,69,59,32,51,54,69,70,Medium / High,Right,3,3,
Rudy Camacho,Montreal Impact,USA Major League Soccer,France,CB,Silver,69,84,65,57,75,21,55,Medium / Medium,Right,2,2,
Marvin Baudry,Zulte Waregem,Belgium Jupiler Pro League,Congo,CB,Silver,69,74,56,69,66,60,72,Medium / Medium,Right,3,2,
Rúrik Gíslason,SV Sandhausen,Germany 2. Bundesliga,Iceland,ST,Silver,69,77,66,61,73,24,60,Medium / Medium,Right,3,2,
Sone Aluko,Reading,England EFL Championship,Nigeria,RM,Silver,69,72,46,62,66,61,74,Medium / Medium,Left,2,3,
Christoph Leitgeb,Red Bull Salzburg,Austria Bundesliga,Austria,CM,Silver,69,62,25,37,43,71,73,Medium / Medium,Right,4,3,
Giles Barnes,Colorado Rapids,USA Major League Soccer,,ST,Silver,69,91,40,55,64,61,63,Medium / Low,Right,3,3,
Christian Beck,1. FC Magdeburg,Germany 2. Bundesliga,Germany,ST,Silver,69,56,32,42,44,72,68,High / Medium,Left,4,2,
Marcus Antonsson,Malmö FF,Sweden Allsvenskan,Sweden,ST,Silver,69,63,67,72,68,48,63,High / Medium,Right,4,3,
Josh Murphy,Cardiff City,England Premier League,England,LW,Silver,69,83,65,60,71,53,72,High / Low,Right,4,3,
Igor Vetokele,Charlton Athletic,England EFL League One,Angola,ST,Silver,69,61,69,56,62,33,77,High / Medium,Right,3,3,
Harrison Reed,Blackburn Rovers,England EFL Championship,England,CDM,Silver,69,52,70,60,61,35,65,Medium / High,Right,3,3,
Cheick Keita,Eupen,Belgium Jupiler Pro League,Mali,LB,Silver,69,49,33,42,41,68,74,High / Low,Left,2,3,
Alex Baptiste,Queens Park Rangers,England EFL Championship,England,CB,Silver,69,87,64,60,69,42,73,Medium / Medium,Right,3,2,
Matteo Scozzarella,Parma,Italy Serie A,Italy,CM,Silver,69,91,69,54,72,30,74,High / Medium,Right,3,3,
Stergos Marinos,Charleroi,Belgium Jupiler Pro League,Greece,RB,Silver,69,86,65,58,69,42,70,High / Medium,Right,3,2,
Edgar Salli,1. FC Nürnberg,Germany 1. Bundesliga,Cameroon,LM,Silver,69,46,37,35,39,68,82,Medium / Medium,Right,4,4,
Yoshito Okubo,Júbilo Iwata,Japan J1 League,Japan,ST,Silver,69,71,25,39,49,69,73,Medium / Medium,Right,4,3,
Fran Carbia,CF Reus Deportiu,Spain Segunda A,Spain,LM,Silver,69,68,66,57,64,39,80,Medium / High,Right,3,3,
Immanuel Höhn,SV Darmstadt 98,Germany 2. Bundesliga,Germany,CB,Silver,69,66,50,65,66,69,68,Medium / Medium,Right,3,2,
Nouha Dicko,Hull City,England EFL Championship,Mali,ST,Silver,69,75,40,60,60,67,73,High / High,Right,3,3,
Brett Pitman,Portsmouth,England EFL League One,England,ST,Silver,69,65,61,66,63,65,71,Medium / Low,Right,4,2,
Tomasz Jodłowiec,Piast Gliwice,Poland Ekstraklasa,Poland,CDM,Silver,69,66,62,68,73,56,62,High / High,Right,3,3,
Santiago Silva,Gimnasia y Esgrima La Plata,Argentina Primera División ,Uruguay,ST,Silver,69,80,65,66,67,65,78,Medium / Medium,Right,3,3,
Nahuel Barrios,San Lorenzo de Almagro,Argentina Primera División ,Argentina,LM,Silver,69,72,39,52,47,66,79,High / Low,Right,3,3,
Igor Rossi,Al Faisaly,Saudi Dawry Jameel League,Brazil,CB,Silver,69,65,32,45,49,68,74,Medium / Medium,Left,2,2,
İlhan Parlak,MKE Ankaragücü,Turkey Süper Lig,Turkey,ST,Silver,69,63,44,52,58,66,77,High / Low,Right,2,3,
Servando,Cádiz CF,Spain Segunda A,Spain,CB,Silver,69,75,44,58,61,65,75,Medium / Medium,Right,3,2,
Ruiz de Galarreta,UD Las Palmas,Spain Segunda A,Spain,CM,Silver,69,67,59,66,65,68,69,Medium / Medium,Right,3,3,
